,team_a,team_b,rating_a,rating_b,is_home_a,score_a,score_b,team_a_win
11786,Charlotte Hornets,Minnesota Timberwolves,389.2845136927964,457.48772568292054,1,99.0,121.0,1
11787,Minnesota Timberwolves,Charlotte Hornets,457.48772568292054,389.2845136927964,0,121.0,99.0,2
11788,Brooklyn Nets,New York Knicks,393.9128711866177,446.74360367540675,1,113.0,109.0,1
11789,New York Knicks,Brooklyn Nets,446.74360367540675,393.9128711866177,0,109.0,113.0,0
11790,Memphis Grizzlies,Chicago Bulls,440.4814094041931,399.7106374168841,1,102.0,110.0,0
11791,Chicago Bulls,Memphis Grizzlies,399.7106374168841,440.4814094041931,0,110.0,102.0,1
11792,New Orleans Pelicans,Dallas Mavericks,554.6335516660629,492.35784558514763,1,116.0,123.0,0
11793,Dallas Mavericks,New Orleans Pelicans,492.35784558514763,554.6335516660629,0,123.0,116.0,2
11794,Oklahoma City Thunder,Washington Wizards,318.0921952423177,395.77028605428336,1,85.0,97.0,0
11795,Washington Wizards,Oklahoma City Thunder,395.77028605428336,318.0921952423177,0,97.0,85.0,1
11796,Denver Nuggets,Phoenix Suns,439.28820899213713,476.71310302508806,1,108.0,107.0,2
11797,Phoenix Suns,Denver Nuggets,476.71310302508806,439.28820899213713,0,107.0,108.0,1
11798,Sacramento Kings,Portland Trail Blazers,375.29199375844235,388.93642141694005,1,112.0,122.0,0
11799,Portland Trail Blazers,Sacramento Kings,388.93642141694005,375.29199375844235,0,122.0,112.0,1
11800,Los Angeles Lakers,Utah Jazz,400.0458071883125,310.924251602324,1,95.0,86.0,1
11801,Utah Jazz,Los Angeles Lakers,310.924251602324,400.0458071883125,0,86.0,95.0,1
11802,Milwaukee Bucks,Miami Heat,437.4662109476573,380.5055826137907,1,126.0,131.0,1
11803,Miami Heat,Milwaukee Bucks,380.5055826137907,437.4662109476573,0,131.0,126.0,2
11804,Detroit Pistons,Philadelphia 76ers,429.71271470604074,419.90918501321,1,111.0,117.0,1
11805,Philadelphia 76ers,Detroit Pistons,419.90918501321,429.71271470604074,0,117.0,111.0,2
11806,Atlanta Hawks,Orlando Magic,382.037700092866,445.16885268768726,1,103.0,99.0,2
11807,Orlando Magic,Atlanta Hawks,445.16885268768726,382.037700092866,0,99.0,103.0,1
11808,New York Knicks,Boston Celtics,417.9954050906476,506.3137527386614,1,95.0,118.0,0
11809,Boston Celtics,New York Knicks,506.3137527386614,417.9954050906476,0,118.0,95.0,2
11810,Cleveland Cavaliers,Indiana Pacers,361.32567893895464,496.56552156823057,1,110.0,99.0,1
11811,Indiana Pacers,Cleveland Cavaliers,496.56552156823057,361.32567893895464,0,99.0,110.0,0
11812,Chicago Bulls,Toronto Raptors,439.2967395813558,470.4215129028671,1,84.0,108.0,1
11813,Toronto Raptors,Chicago Bulls,470.4215129028671,439.2967395813558,0,108.0,84.0,2
11814,Houston Rockets,New Orleans Pelicans,443.5558954340521,528.4633965378034,1,126.0,123.0,1
11815,New Orleans Pelicans,Houston Rockets,528.4633965378034,443.5558954340521,0,123.0,126.0,0
11816,San Antonio Spurs,Washington Wizards,470.36211670961904,441.0303408236017,1,124.0,122.0,2
11817,Washington Wizards,San Antonio Spurs,441.0303408236017,470.36211670961904,0,122.0,124.0,1
11818,Utah Jazz,Sacramento Kings,326.09665792565886,361.81125368654796,1,113.0,81.0,2
11819,Sacramento Kings,Utah Jazz,361.81125368654796,326.09665792565886,0,81.0,113.0,0
11820,Phoenix Suns,LA Clippers,516.0281661570617,523.1599695746465,1,130.0,122.0,2
11821,LA Clippers,Phoenix Suns,523.1599695746465,516.0281661570617,0,122.0,130.0,2
11822,Oklahoma City Thunder,Golden State Warriors,293.893043115377,355.4163403817522,1,120.0,92.0,1
11823,Golden State Warriors,Oklahoma City Thunder,355.4163403817522,293.893043115377,0,92.0,120.0,0
11824,Memphis Grizzlies,Brooklyn Nets,461.44806683276545,397.91858298567564,1,134.0,133.0,1
11825,Brooklyn Nets,Memphis Grizzlies,397.91858298567564,461.44806683276545,0,133.0,134.0,1
11826,Dallas Mavericks,Portland Trail Blazers,485.0077440697613,382.8492307254229,1,119.0,121.0,2
11827,Portland Trail Blazers,Dallas Mavericks,382.8492307254229,485.0077440697613,0,121.0,119.0,2
11828,Minnesota Timberwolves,Miami Heat,461.1752003012201,376.4742126544921,1,116.0,109.0,3
11829,Miami Heat,Minnesota Timberwolves,376.4742126544921,461.1752003012201,0,109.0,116.0,2
11830,Los Angeles Lakers,Charlotte Hornets,416.3369750486575,409.01558108529275,1,120.0,101.0,2
11831,Charlotte Hornets,Los Angeles Lakers,409.01558108529275,416.3369750486575,0,101.0,120.0,1
11832,Detroit Pistons,Indiana Pacers,393.5896688845375,423.76463289206737,1,96.0,94.0,2
11833,Indiana Pacers,Detroit Pistons,423.76463289206737,393.5896688845375,0,94.0,96.0,0
11834,New York Knicks,Chicago Bulls,378.64102223001873,379.2631790669144,1,105.0,98.0,1
11835,Chicago Bulls,New York Knicks,379.2631790669144,378.64102223001873,0,98.0,105.0,1
11836,Atlanta Hawks,Philadelphia 76ers,382.52787721448465,437.11363459646344,1,103.0,105.0,2
11837,Philadelphia 76ers,Atlanta Hawks,437.11363459646344,382.52787721448465,0,105.0,103.0,3
11838,Toronto Raptors,Orlando Magic,459.30407315742747,436.85737420487,1,104.0,95.0,3
11839,Orlando Magic,Toronto Raptors,436.85737420487,459.30407315742747,0,95.0,104.0,1
11840,Houston Rockets,Oklahoma City Thunder,428.12684226910477,299.3662621910341,1,116.0,112.0,2
11841,Oklahoma City Thunder,Houston Rockets,299.3662621910341,428.12684226910477,0,112.0,116.0,1
11842,Milwaukee Bucks,Cleveland Cavaliers,454.17826833382367,378.1372214801409,1,129.0,112.0,2
11843,Cleveland Cavaliers,Milwaukee Bucks,378.1372214801409,454.17826833382367,0,112.0,129.0,1
11844,New Orleans Pelicans,Golden State Warriors,454.7282096277609,406.5306405007629,1,123.0,134.0,0
11845,Golden State Warriors,New Orleans Pelicans,406.5306405007629,454.7282096277609,0,134.0,123.0,1
11846,San Antonio Spurs,Portland Trail Blazers,464.23030751414103,374.5033845634016,1,113.0,110.0,3
11847,Portland Trail Blazers,San Antonio Spurs,374.5033845634016,464.23030751414103,0,110.0,113.0,2
11848,Phoenix Suns,Utah Jazz,445.8483083051053,309.3070307595226,1,95.0,96.0,2
11849,Utah Jazz,Phoenix Suns,309.3070307595226,445.8483083051053,0,96.0,95.0,3
11850,Sacramento Kings,Denver Nuggets,373.94590626081117,436.7388481424426,1,94.0,101.0,0
11851,Denver Nuggets,Sacramento Kings,436.7388481424426,373.94590626081117,0,101.0,94.0,3
11852,LA Clippers,Charlotte Hornets,498.5765939553131,384.5862420283466,1,111.0,96.0,3
11853,Charlotte Hornets,LA Clippers,384.5862420283466,498.5765939553131,0,96.0,111.0,1
11854,Miami Heat,Atlanta Hawks,383.30705123665643,359.2147646668475,1,112.0,97.0,3
11855,Atlanta Hawks,Miami Heat,359.2147646668475,383.30705123665643,0,97.0,112.0,2
11856,Denver Nuggets,Dallas Mavericks,432.2198344551275,447.7778542973501,1,106.0,109.0,3
11857,Dallas Mavericks,Denver Nuggets,447.7778542973501,432.2198344551275,0,109.0,106.0,3
11858,Los Angeles Lakers,Memphis Grizzlies,357.5697320766322,438.1204228305353,1,120.0,91.0,3
11859,Memphis Grizzlies,Los Angeles Lakers,438.1204228305353,357.5697320766322,0,91.0,120.0,1
11860,Cleveland Cavaliers,Chicago Bulls,384.65909095517003,450.61663748340015,1,117.0,111.0,2
11861,Chicago Bulls,Cleveland Cavaliers,450.61663748340015,384.65909095517003,0,111.0,117.0,1
11862,Orlando Magic,New York Knicks,441.0157535094323,389.5064383844275,1,95.0,83.0,2
11863,New York Knicks,Orlando Magic,389.5064383844275,441.0157535094323,0,83.0,95.0,1
11864,Philadelphia 76ers,Minnesota Timberwolves,521.8793370973256,409.5675592464676,1,117.0,95.0,4
11865,Minnesota Timberwolves,Philadelphia 76ers,409.5675592464676,521.8793370973256,0,95.0,117.0,3
11866,Boston Celtics,Milwaukee Bucks,349.9315153290221,441.8152748171221,1,116.0,105.0,3
11867,Milwaukee Bucks,Boston Celtics,441.8152748171221,349.9315153290221,0,105.0,116.0,2
11868,Brooklyn Nets,Indiana Pacers,394.70842819225857,442.9888092948591,1,108.0,118.0,1
11869,Indiana Pacers,Brooklyn Nets,442.9888092948591,394.70842819225857,0,118.0,108.0,1
11870,Toronto Raptors,Detroit Pistons,462.0242282250422,439.74968479509323,1,125.0,113.0,4
11871,Detroit Pistons,Toronto Raptors,439.74968479509323,462.0242282250422,0,113.0,125.0,2
11872,Washington Wizards,Houston Rockets,409.97103619613074,502.0339784931496,1,158.0,159.0,1
11873,Houston Rockets,Washington Wizards,502.0339784931496,409.97103619613074,0,159.0,158.0,3
11874,Oklahoma City Thunder,Portland Trail Blazers,278.96395943747916,370.0142101390382,1,99.0,102.0,1
11875,Portland Trail Blazers,Oklahoma City Thunder,370.0142101390382,278.96395943747916,0,102.0,99.0,3
11876,Utah Jazz,LA Clippers,319.47569107591727,433.79746354652036,1,110.0,96.0,4
11877,LA Clippers,Utah Jazz,433.79746354652036,319.47569107591727,0,96.0,110.0,3
11878,Sacramento Kings,Charlotte Hornets,381.5342527958578,408.45247790590497,1,111.0,118.0,0
11879,Charlotte Hornets,Sacramento Kings,408.45247790590497,381.5342527958578,0,118.0,111.0,2
11880,Golden State Warriors,Phoenix Suns,431.64972520426295,465.1988073612577,1,110.0,121.0,1
11881,Phoenix Suns,Golden State Warriors,465.1988073612577,431.64972520426295,0,121.0,110.0,3
11882,Atlanta Hawks,Miami Heat,352.89696472656453,372.75579005171113,1,97.0,106.0,2
11883,Miami Heat,Atlanta Hawks,372.75579005171113,352.89696472656453,0,106.0,97.0,4
11884,New Orleans Pelicans,Denver Nuggets,495.6564742319297,436.9087967271115,1,122.0,107.0,1
11885,Denver Nuggets,New Orleans Pelicans,436.9087967271115,495.6564742319297,0,107.0,122.0,3
11886,LA Clippers,San Antonio Spurs,462.6923294198826,445.262646146331,1,103.0,97.0,4
11887,San Antonio Spurs,LA Clippers,445.262646146331,462.6923294198826,0,97.0,103.0,3
11888,Brooklyn Nets,Houston Rockets,399.215064340094,500.6071375737828,1,123.0,116.0,2
11889,Houston Rockets,Brooklyn Nets,500.6071375737828,399.215064340094,0,116.0,123.0,3
11890,Indiana Pacers,Cleveland Cavaliers,405.7584041985377,353.91672377644346,1,102.0,95.0,2
11891,Cleveland Cavaliers,Indiana Pacers,353.91672377644346,405.7584041985377,0,95.0,102.0,2
11892,Orlando Magic,Milwaukee Bucks,438.76026730895256,473.83374850681565,1,91.0,123.0,2
11893,Milwaukee Bucks,Orlando Magic,473.83374850681565,438.76026730895256,0,123.0,91.0,3
11894,Boston Celtics,New York Knicks,373.853697009439,393.5802389049132,1,104.0,102.0,4
11895,New York Knicks,Boston Celtics,393.5802389049132,373.853697009439,0,102.0,104.0,1
11896,Chicago Bulls,Detroit Pistons,458.0831328977447,398.98984995411377,1,112.0,106.0,2
11897,Detroit Pistons,Chicago Bulls,398.98984995411377,458.0831328977447,0,106.0,112.0,2
11898,Dallas Mavericks,Los Angeles Lakers,437.47269415103887,385.07779825388394,1,110.0,119.0,3
11899,Los Angeles Lakers,Dallas Mavericks,385.07779825388394,437.47269415103887,0,119.0,110.0,4
11900,Sacramento Kings,Utah Jazz,381.35602946474626,316.13957319853364,1,102.0,101.0,1
11901,Utah Jazz,Sacramento Kings,316.13957319853364,381.35602946474626,0,101.0,102.0,4
11902,Golden State Warriors,San Antonio Spurs,378.81896833390374,429.00444415594956,1,110.0,127.0,1
11903,San Antonio Spurs,Golden State Warriors,429.00444415594956,378.81896833390374,0,127.0,110.0,4
11904,Oklahoma City Thunder,New Orleans Pelicans,283.0483938867277,489.067318873223,1,115.0,104.0,2
11905,New Orleans Pelicans,Oklahoma City Thunder,489.067318873223,283.0483938867277,0,104.0,115.0,1
11906,Detroit Pistons,Brooklyn Nets,391.97533442273186,394.78680768692186,1,113.0,109.0,3
11907,Brooklyn Nets,Detroit Pistons,394.78680768692186,391.97533442273186,0,109.0,113.0,2
11908,Orlando Magic,Denver Nuggets,433.62965053950865,421.35131531739586,1,87.0,91.0,2
11909,Denver Nuggets,Orlando Magic,421.35131531739586,433.62965053950865,0,91.0,87.0,4
11910,Washington Wizards,Minnesota Timberwolves,562.5311620031486,582.543567480785,1,109.0,131.0,1
11911,Minnesota Timberwolves,Washington Wizards,582.543567480785,562.5311620031486,0,131.0,109.0,4
11912,Memphis Grizzlies,Phoenix Suns,438.5130146308067,465.64682061574894,1,105.0,114.0,1
11913,Phoenix Suns,Memphis Grizzlies,465.64682061574894,438.5130146308067,0,114.0,105.0,4
11914,Milwaukee Bucks,Toronto Raptors,416.2292112596536,462.20719298795916,1,115.0,105.0,4
11915,Toronto Raptors,Milwaukee Bucks,462.20719298795916,416.2292112596536,0,105.0,115.0,4
11916,Golden State Warriors,Charlotte Hornets,294.0584591392918,406.1578430666049,1,87.0,93.0,1
11917,Charlotte Hornets,Golden State Warriors,406.1578430666049,294.0584591392918,0,93.0,87.0,3
11918,Portland Trail Blazers,Philadelphia 76ers,334.120860334974,561.1776394296018,1,128.0,129.0,3
11919,Philadelphia 76ers,Portland Trail Blazers,561.1776394296018,334.120860334974,0,129.0,128.0,5
11920,Indiana Pacers,Chicago Bulls,436.430215040764,405.32585134544394,1,108.0,95.0,3
11921,Chicago Bulls,Indiana Pacers,405.32585134544394,436.430215040764,0,95.0,108.0,2
11922,Miami Heat,Houston Rockets,445.92102869490213,435.739531495742,1,129.0,100.0,5
11923,Houston Rockets,Miami Heat,435.739531495742,445.92102869490213,0,100.0,129.0,3
11924,New York Knicks,Sacramento Kings,383.45492863469224,385.0228878349506,1,92.0,113.0,1
11925,Sacramento Kings,New York Knicks,385.0228878349506,383.45492863469224,0,113.0,92.0,2
11926,San Antonio Spurs,Los Angeles Lakers,436.9917933973228,377.18928122148355,1,96.0,103.0,4
11927,Los Angeles Lakers,San Antonio Spurs,377.18928122148355,436.9917933973228,0,103.0,96.0,5
11928,Cleveland Cavaliers,Dallas Mavericks,367.2710018158759,508.76469936570714,1,111.0,131.0,2
11929,Dallas Mavericks,Cleveland Cavaliers,508.76469936570714,367.2710018158759,0,131.0,111.0,4
11930,LA Clippers,Utah Jazz,455.44557232363604,301.64549297619504,1,105.0,94.0,5
11931,Utah Jazz,LA Clippers,301.64549297619504,455.44557232363604,0,94.0,105.0,4
11932,Washington Wizards,Detroit Pistons,469.41133775839745,375.3123018445107,1,115.0,99.0,2
11933,Detroit Pistons,Washington Wizards,375.3123018445107,469.41133775839745,0,99.0,115.0,3
11934,Brooklyn Nets,New Orleans Pelicans,426.6176031036894,527.3269530932722,1,135.0,125.0,3
11935,New Orleans Pelicans,Brooklyn Nets,527.3269530932722,426.6176031036894,0,125.0,135.0,1
11936,Memphis Grizzlies,Houston Rockets,452.1606209726066,377.9606387801451,1,100.0,107.0,1
11937,Houston Rockets,Memphis Grizzlies,377.9606387801451,452.1606209726066,0,107.0,100.0,4
11938,Minnesota Timberwolves,Milwaukee Bucks,449.36479402840723,455.26813814452737,1,106.0,134.0,4
11939,Milwaukee Bucks,Minnesota Timberwolves,455.26813814452737,449.36479402840723,0,134.0,106.0,5
11940,Phoenix Suns,Philadelphia 76ers,462.3162587324263,549.7647851188282,1,114.0,109.0,5
11941,Philadelphia 76ers,Phoenix Suns,549.7647851188282,462.3162587324263,0,109.0,114.0,5
11942,Golden State Warriors,Portland Trail Blazers,303.0765203183253,380.8888179700748,1,127.0,118.0,2
11943,Portland Trail Blazers,Golden State Warriors,380.8888179700748,303.0765203183253,0,118.0,127.0,3
11944,Charlotte Hornets,Indiana Pacers,407.4546994844791,433.52136308651274,1,122.0,120.0,4
11945,Indiana Pacers,Charlotte Hornets,433.52136308651274,407.4546994844791,0,120.0,122.0,3
11946,Cleveland Cavaliers,Boston Celtics,352.45337619849715,327.5362394838702,1,113.0,119.0,2
11947,Boston Celtics,Cleveland Cavaliers,327.5362394838702,352.45337619849715,0,119.0,113.0,5
11948,Atlanta Hawks,San Antonio Spurs,414.05117058279905,427.18978519920876,1,108.0,100.0,3
11949,San Antonio Spurs,Atlanta Hawks,427.18978519920876,414.05117058279905,0,100.0,108.0,4
11950,Chicago Bulls,Los Angeles Lakers,433.3431001895565,361.4870645824468,1,112.0,118.0,2
11951,Los Angeles Lakers,Chicago Bulls,361.4870645824468,433.3431001895565,0,118.0,112.0,6
11952,Oklahoma City Thunder,Orlando Magic,297.883936703721,378.9066898641201,1,102.0,94.0,3
11953,Orlando Magic,Oklahoma City Thunder,378.9066898641201,297.883936703721,0,94.0,102.0,2
11954,Denver Nuggets,Miami Heat,443.7687000684334,501.22795793335996,1,109.0,89.0,5
11955,Miami Heat,Denver Nuggets,501.22795793335996,443.7687000684334,0,89.0,109.0,5
11956,Detroit Pistons,New York Knicks,361.6491077684048,384.6609077345996,1,122.0,102.0,4
11957,New York Knicks,Detroit Pistons,384.6609077345996,361.6491077684048,0,102.0,122.0,1
11958,Indiana Pacers,Washington Wizards,455.0923085301585,439.6208469648002,1,121.0,106.0,4
11959,Washington Wizards,Indiana Pacers,439.6208469648002,455.0923085301585,0,106.0,121.0,2
11960,Atlanta Hawks,Chicago Bulls,391.3162910045814,436.8524828190324,1,93.0,113.0,3
11961,Chicago Bulls,Atlanta Hawks,436.8524828190324,391.3162910045814,0,113.0,93.0,3
11962,Toronto Raptors,Sacramento Kings,467.9716182477939,390.6418359699538,1,124.0,120.0,5
11963,Sacramento Kings,Toronto Raptors,390.6418359699538,467.9716182477939,0,120.0,124.0,2
11964,Houston Rockets,Golden State Warriors,422.38028508586154,307.6015654405303,1,129.0,112.0,5
11965,Golden State Warriors,Houston Rockets,307.6015654405303,422.38028508586154,0,112.0,129.0,2
11966,Memphis Grizzlies,Minnesota Timberwolves,428.05524550132844,384.01661435767977,1,137.0,121.0,2
11967,Minnesota Timberwolves,Memphis Grizzlies,384.01661435767977,428.05524550132844,0,121.0,137.0,4
11968,Dallas Mavericks,Orlando Magic,500.87556381011393,423.5213838591902,1,107.0,106.0,5
11969,Orlando Magic,Dallas Mavericks,423.5213838591902,500.87556381011393,0,106.0,107.0,2
11970,Utah Jazz,Philadelphia 76ers,299.4624468787518,540.8203560752253,1,106.0,104.0,5
11971,Philadelphia 76ers,Utah Jazz,540.8203560752253,299.4624468787518,0,104.0,106.0,5
11972,LA Clippers,Milwaukee Bucks,416.3162386044932,451.2337205571123,1,124.0,129.0,5
11973,Milwaukee Bucks,LA Clippers,451.2337205571123,416.3162386044932,0,129.0,124.0,6
11974,Charlotte Hornets,Boston Celtics,398.3773441726891,442.8776035809094,1,87.0,108.0,4
11975,Boston Celtics,Charlotte Hornets,442.8776035809094,398.3773441726891,0,108.0,87.0,6
11976,San Antonio Spurs,Oklahoma City Thunder,430.1706156473446,350.69016504012905,1,121.0,112.0,5
11977,Oklahoma City Thunder,San Antonio Spurs,350.69016504012905,430.1706156473446,0,112.0,121.0,3
11978,Phoenix Suns,Miami Heat,456.71701401575956,436.8481093223205,1,108.0,124.0,5
11979,Miami Heat,Phoenix Suns,436.8481093223205,456.71701401575956,0,124.0,108.0,6
11980,LA Clippers,Portland Trail Blazers,452.9631483608053,374.233131107143,1,107.0,101.0,6
11981,Portland Trail Blazers,LA Clippers,374.233131107143,452.9631483608053,0,101.0,107.0,3
11982,Indiana Pacers,Detroit Pistons,357.84217784288694,359.9876868456101,1,112.0,106.0,5
11983,Detroit Pistons,Indiana Pacers,359.9876868456101,357.84217784288694,0,106.0,112.0,4
11984,Orlando Magic,Memphis Grizzlies,400.59869777481885,409.2135249614968,1,118.0,86.0,3
11985,Memphis Grizzlies,Orlando Magic,409.2135249614968,400.59869777481885,0,86.0,118.0,2
11986,Washington Wizards,Cleveland Cavaliers,481.44227200629115,385.9374026191452,1,100.0,113.0,2
11987,Cleveland Cavaliers,Washington Wizards,385.9374026191452,481.44227200629115,0,113.0,100.0,3
11988,Atlanta Hawks,Sacramento Kings,365.6914802115621,405.7112561451718,1,109.0,121.0,3
11989,Sacramento Kings,Atlanta Hawks,405.7112561451718,365.6914802115621,0,121.0,109.0,3
11990,Minnesota Timberwolves,Golden State Warriors,381.25195780064496,351.11233998249116,1,125.0,119.0,5
11991,Golden State Warriors,Minnesota Timberwolves,351.11233998249116,381.25195780064496,0,119.0,125.0,2
11992,New Orleans Pelicans,Toronto Raptors,517.4770571297581,427.23020510840206,1,104.0,122.0,1
